state,year,quarter,districtName,count,amount
andhra-pradesh,2018,2,chittoor,1185723,1990419125.89
andhra-pradesh,2018,2,guntur,1088101,2108475811.79
andhra-pradesh,2018,2,kurnool,968439,1531888665.68
andhra-pradesh,2018,2,anantapur,937023,1690366079.06
andhra-pradesh,2018,2,west godavari,786033,1688025212.3
andhra-pradesh,2018,2,spsr nellore,780454,1542057934.01
andhra-pradesh,2018,2,prakasam,739991,1571167562.13
andhra-pradesh,2018,3,visakhapatnam,3394576,4821892253.39
andhra-pradesh,2018,3,east godavari,3226907,3551247095.31
andhra-pradesh,2018,3,kurnool,2921189,2908389261.54
andhra-pradesh,2018,3,krishna,2396934,3754202654.38
andhra-pradesh,2018,3,chittoor,2297429,3283517630.72
andhra-pradesh,2018,3,guntur,1912529,3127764663.18
andhra-pradesh,2018,3,anantapur,1815215,2681787750.46
andhra-pradesh,2018,3,ysr,1557444,2235904512.25
andhra-pradesh,2018,3,west godavari,1431282,2309078492.81
andhra-pradesh,2018,3,prakasam,1319651,2346453445.48
andhra-pradesh,2018,4,visakhapatnam,4791421,7366635864.85
andhra-pradesh,2018,4,chittoor,3166201,4979093890.22
andhra-pradesh,2018,4,east godavari,3052762,4652624623.44
andhra-pradesh,2018,4,krishna,2839161,5416251838.13
andhra-pradesh,2018,4,guntur,2546620,4730251217.7
andhra-pradesh,2018,4,kurnool,2508530,3626544852.41
andhra-pradesh,2018,4,anantapur,2286391,3975878156.33
andhra-pradesh,2018,4,spsr nellore,1814997,3293448556.97
andhra-pradesh,2018,4,ysr,1732527,3252340063.25
andhra-pradesh,2018,4,prakasam,1692862,3255254226.04
andhra-pradesh,2019,1,visakhapatnam,9690866,13459857440.55
andhra-pradesh,2019,1,chittoor,6486813,8223371732.23
andhra-pradesh,2019,1,krishna,5443981,9061346433.07
andhra-pradesh,2019,1,east godavari,5440146,7382264724.6
andhra-pradesh,2019,1,guntur,4846553,7765934169.4
andhra-pradesh,2019,1,kurnool,4193432,5541564892.51
andhra-pradesh,2019,1,anantapur,3891336,6044730653.19
andhra-pradesh,2019,1,spsr nellore,3333584,5161932216.22
andhra-pradesh,2019,1,prakasam,2931081,4807527779.22
andhra-pradesh,2019,1,ysr,2852197,4915811593.9
andhra-pradesh,2019,2,visakhapatnam,11705738,20797479804.03
andhra-pradesh,2019,2,krishna,6428472,13437029115.62
andhra-pradesh,2019,2,chittoor,5983308,10982727976.22
andhra-pradesh,2019,2,guntur,5005275,10405246943.48
andhra-pradesh,2019,2,east godavari,4699261,9116404622.48
andhra-pradesh,2019,2,kurnool,3895824,7358285187.02
andhra-pradesh,2019,2,anantapur,3578836,7830782361.38
andhra-pradesh,2019,2,spsr nellore,3141891,6880873007.48
andhra-pradesh,2019,2,prakasam,2670529,6262396448.46
andhra-pradesh,2019,2,ysr,2606284,6376856828.13
andhra-pradesh,2019,3,visakhapatnam,16694947,26944837120.05
andhra-pradesh,2019,3,krishna,8408474,16404073560.5
andhra-pradesh,2019,3,chittoor,8201783,13837455758.76
andhra-pradesh,2019,3,guntur,6942304,13075661264.19
andhra-pradesh,2019,3,east godavari,6537303,11387726470.58
andhra-pradesh,2019,3,kurnool,5139134,9025632779.41
andhra-pradesh,2019,3,anantapur,4889720,9554081289.49
andhra-pradesh,2019,3,spsr nellore,4150195,8256600118.74
andhra-pradesh,2019,3,prakasam,3430750,7354502261.15
andhra-pradesh,2019,3,ysr,3296586,7447544274.21
andhra-pradesh,2019,4,visakhapatnam,23594874,39133296330.04
andhra-pradesh,2019,4,krishna,11719402,23039786404.05
andhra-pradesh,2019,4,chittoor,11246986,19298476027.88
andhra-pradesh,2019,4,guntur,9761330,18565626418.04
andhra-pradesh,2019,4,east godavari,9285739,16816774065.3
andhra-pradesh,2019,4,kurnool,7001958,13233105728.55
andhra-pradesh,2019,4,anantapur,6764112,13887248889.06
andhra-pradesh,2019,4,spsr nellore,5877804,11786014089.19
andhra-pradesh,2019,4,prakasam,4865473,10604077824.8
andhra-pradesh,2019,4,ysr,4793157,10865073855.73
andhra-pradesh,2020,1,visakhapatnam,27115031,48809747614.68
andhra-pradesh,2020,1,chittoor,13257740,23441848567.34
andhra-pradesh,2020,1,krishna,12175289,24481702770.71
andhra-pradesh,2020,1,guntur,11493331,22992734620.65
andhra-pradesh,2020,1,east godavari,11346242,21854701379.43
andhra-pradesh,2020,1,anantapur,8466129,17864325752.83
andhra-pradesh,2020,1,kurnool,8246869,17022710311.81
andhra-pradesh,2020,1,spsr nellore,7430247,15387829694.45
andhra-pradesh,2020,1,prakasam,6318396,14169104764.53
andhra-pradesh,2020,1,ysr,6031255,14059924636.82
andhra-pradesh,2020,2,visakhapatnam,25300401,48293889917.41
andhra-pradesh,2020,2,chittoor,14848197,27361300300.02
andhra-pradesh,2020,2,east godavari,13130334,26319906327.32
andhra-pradesh,2020,2,krishna,12313709,26964149095.37
andhra-pradesh,2020,2,guntur,12308707,27463593607.84
andhra-pradesh,2020,2,anantapur,10473739,22094006659.41
andhra-pradesh,2020,2,kurnool,9821381,22419372061.81
andhra-pradesh,2020,2,spsr nellore,9454274,20665376460.77
andhra-pradesh,2020,2,prakasam,8844580,19846026726.9
andhra-pradesh,2020,2,ysr,8033609,19597207268.13
andhra-pradesh,2020,3,visakhapatnam,34421299,67628440368.11
andhra-pradesh,2020,3,chittoor,20501863,42811566246.16
andhra-pradesh,2020,3,krishna,19110457,44788458672.08
andhra-pradesh,2020,3,east godavari,17972431,39300043804.76
andhra-pradesh,2020,3,guntur,17601395,42531195809.75
andhra-pradesh,2020,3,spsr nellore,16468209,39128324534.03
andhra-pradesh,2020,3,anantapur,14447683,34102037972.66
andhra-pradesh,2020,3,kurnool,13243292,32529351107.17
andhra-pradesh,2020,3,prakasam,12266310,31221704852.45
andhra-pradesh,2020,3,ysr,11934653,32037007334.13
andhra-pradesh,2020,4,visakhapatnam,46551467,91879823025.4
andhra-pradesh,2020,4,chittoor,29590411,61505711149.8
andhra-pradesh,2020,4,krishna,27981050,64461504667.61
andhra-pradesh,2020,4,guntur,26136538,60641872021.25
andhra-pradesh,2020,4,east godavari,25989490,58732615663.12
andhra-pradesh,2020,4,anantapur,20996384,49732610814.26
andhra-pradesh,2020,4,spsr nellore,20934374,49115443663.38
andhra-pradesh,2020,4,kurnool,18737323,44718203115.23
andhra-pradesh,2020,4,prakasam,16176867,41852443493.52
andhra-pradesh,2020,4,ysr,15676878,42572974713.44
andhra-pradesh,2021,1,visakhapatnam,48248923,95308386037.85
andhra-pradesh,2021,1,krishna,29717175,69715406644.53
andhra-pradesh,2021,1,chittoor,29342609,60947491846.66
andhra-pradesh,2021,1,guntur,27445045,64207987853.11
andhra-pradesh,2021,1,east godavari,26190701,60027984987.97
andhra-pradesh,2021,1,spsr nellore,22541428,52210333201.53
andhra-pradesh,2021,1,anantapur,20102957,48353870395.02
andhra-pradesh,2021,1,kurnool,17918524,44941629659.57
andhra-pradesh,2021,1,west godavari,16015685,42124030669.36
andhra-pradesh,2021,1,ysr,15374473,42570919448.5
andhra-pradesh,2021,2,visakhapatnam,54390299,114439012713.35
andhra-pradesh,2021,2,krishna,36370960,90021923049.96
andhra-pradesh,2021,2,chittoor,34344902,73654690122.43
andhra-pradesh,2021,2,guntur,32968819,82356914463.83
andhra-pradesh,2021,2,east godavari,31717908,74604325863.66
andhra-pradesh,2021,2,spsr nellore,30290406,72283071757.1
andhra-pradesh,2021,2,anantapur,25123346,60987487571.28
andhra-pradesh,2021,2,kurnool,21972396,56659287475.0
andhra-pradesh,2021,2,west godavari,20950964,57233116236.19
andhra-pradesh,2021,2,prakasam,19944047,54535328043.04
andhra-pradesh,2021,3,visakhapatnam,69220981,136945652159.27
andhra-pradesh,2021,3,krishna,44828275,104417897558.59
andhra-pradesh,2021,3,chittoor,42628568,89371931753.05
andhra-pradesh,2021,3,guntur,41675093,96525353090.12
andhra-pradesh,2021,3,east godavari,39572714,89380370072.71
andhra-pradesh,2021,3,spsr nellore,34411958,77839676988.31
andhra-pradesh,2021,3,anantapur,30366444,70291248155.65
andhra-pradesh,2021,3,kurnool,26377809,62527453761.6
andhra-pradesh,2021,3,west godavari,26245039,66647238455.17
andhra-pradesh,2021,3,prakasam,24116580,63367713446.93
andhra-pradesh,2021,4,visakhapatnam,82711538,159530099772.73
andhra-pradesh,2021,4,krishna,55489829,125015323207.9
andhra-pradesh,2021,4,chittoor,51119640,103985734663.74
andhra-pradesh,2021,4,guntur,50919286,115553993673.17
andhra-pradesh,2021,4,east godavari,48992531,106725597026.0
andhra-pradesh,2021,4,spsr nellore,41921081,92256405076.27
andhra-pradesh,2021,4,anantapur,36129136,81239787006.65
andhra-pradesh,2021,4,west godavari,33235175,81292461575.08
andhra-pradesh,2021,4,kurnool,31782248,73968947669.65
andhra-pradesh,2021,4,prakasam,27858275,71323060008.48
andhra-pradesh,2022,1,visakhapatnam,88233362,170120350591.26
andhra-pradesh,2022,1,krishna,61826199,139690081529.49
andhra-pradesh,2022,1,chittoor,58561024,117900595508.63
andhra-pradesh,2022,1,guntur,57226996,129673727687.09
andhra-pradesh,2022,1,east godavari,54738830,121067103712.8
andhra-pradesh,2022,1,spsr nellore,47645702,104895571602.14
andhra-pradesh,2022,1,anantapur,40613148,90197023268.44
andhra-pradesh,2022,1,west godavari,37271259,92397939903.61
andhra-pradesh,2022,1,kurnool,35093633,81568420500.55
andhra-pradesh,2022,1,prakasam,31340975,79494373254.72
andhra-pradesh,2022,2,visakhapatnam,101387402,193242841582.14
andhra-pradesh,2022,2,krishna,73525814,163997729295.93
andhra-pradesh,2022,2,chittoor,67507661,136435445124.76
andhra-pradesh,2022,2,guntur,66315749,147098141568.76
andhra-pradesh,2022,2,east godavari,62072845,135531452997.64
andhra-pradesh,2022,2,spsr nellore,54838708,121941082043.49
andhra-pradesh,2022,2,anantapur,46099366,102138758015.77
andhra-pradesh,2022,2,west godavari,44409239,107973244960.43
andhra-pradesh,2022,2,kurnool,40165692,92409350855.5
andhra-pradesh,2022,2,prakasam,36163507,90435082545.98
andhra-pradesh,2022,3,visakhapatnam,97434546,181124419863.61
andhra-pradesh,2022,3,krishna,71051144,153770559025.69
andhra-pradesh,2022,3,chittoor,65751781,133053581631.64
andhra-pradesh,2022,3,guntur,65612317,141588522953.24
andhra-pradesh,2022,3,east godavari,61467134,129677722169.75
andhra-pradesh,2022,3,anantapur,45165363,97735649608.1
andhra-pradesh,2022,3,west godavari,43635951,101706854744.32
andhra-pradesh,2022,3,spsr nellore,42116582,95099325968.26
andhra-pradesh,2022,3,kurnool,39557913,88415335176.32
andhra-pradesh,2022,3,prakasam,35376080,87475230073.46
andhra-pradesh,2022,4,visakhapatnam,103790055,185306149744.73
andhra-pradesh,2022,4,krishna,76526667,157826011193.35
andhra-pradesh,2022,4,guntur,70723763,146938735166.52
andhra-pradesh,2022,4,chittoor,70322534,136840859888.18
andhra-pradesh,2022,4,east godavari,68016055,136531110139.86
andhra-pradesh,2022,4,anantapur,48299601,101533878537.23
andhra-pradesh,2022,4,west godavari,47919930,105335724990.59
andhra-pradesh,2022,4,kurnool,43524766,94667441029.08
andhra-pradesh,2022,4,spsr nellore,42582064,92085916180.69
andhra-pradesh,2022,4,prakasam,37211077,88105031866.37
andhra-pradesh,2023,1,visakhapatnam,164358781,277211090180.0
andhra-pradesh,2023,1,krishna,122104381,238058890676.0
andhra-pradesh,2023,1,chittoor,120192355,218037027226.0
andhra-pradesh,2023,1,east godavari,115196449,223454724672.0
andhra-pradesh,2023,1,guntur,114246185,226244225817.0
andhra-pradesh,2023,1,anantapur,82127373,162287796625.0
andhra-pradesh,2023,1,west godavari,79094558,165941144654.0
andhra-pradesh,2023,1,kurnool,72405172,149100361797.0
andhra-pradesh,2023,1,spsr nellore,71318689,143967164643.0
andhra-pradesh,2023,1,prakasam,63671149,141672839638.0
andhra-pradesh,2023,2,visakhapatnam,184918179,303874597259.0
andhra-pradesh,2023,2,krishna,141748488,267001403933.0
andhra-pradesh,2023,2,chittoor,136283483,245550525910.0
andhra-pradesh,2023,2,guntur,132035450,254140764680.0
andhra-pradesh,2023,2,east godavari,131243375,245134717109.0
andhra-pradesh,2023,2,west godavari,92533269,187699526244.0
andhra-pradesh,2023,2,anantapur,91695174,180050369328.0
andhra-pradesh,2023,2,spsr nellore,82056071,165181391414.0
andhra-pradesh,2023,2,kurnool,81475907,166991990104.0
andhra-pradesh,2023,2,prakasam,73598725,158428689659.0
andhra-pradesh,2023,3,visakhapatnam,209884966,328927220951.0
andhra-pradesh,2023,3,krishna,159421907,279540224039.0
andhra-pradesh,2023,3,chittoor,152863845,265404757144.0
andhra-pradesh,2023,3,guntur,150246761,270651818044.0
andhra-pradesh,2023,3,east godavari,148701666,260414286361.0
andhra-pradesh,2023,3,anantapur,104539628,192477441164.0
andhra-pradesh,2023,3,west godavari,102962058,191891823401.0
andhra-pradesh,2023,3,spsr nellore,93875073,176593750929.0
andhra-pradesh,2023,3,kurnool,92890445,172979053545.0
andhra-pradesh,2023,3,prakasam,84447202,171207298619.0
andhra-pradesh,2023,4,visakhapatnam,223584765,344512874812.0
andhra-pradesh,2023,4,krishna,173309415,298339038877.0
andhra-pradesh,2023,4,chittoor,163521593,274132458092.0
andhra-pradesh,2023,4,east godavari,162793144,282329255747.0
andhra-pradesh,2023,4,guntur,160724947,281806839570.0
andhra-pradesh,2023,4,west godavari,114825704,209237892746.0
andhra-pradesh,2023,4,anantapur,113698752,203367177888.0
andhra-pradesh,2023,4,kurnool,103816175,190597527675.0
andhra-pradesh,2023,4,spsr nellore,97721962,179306028468.0
andhra-pradesh,2023,4,prakasam,89721677,174929737360.0
andhra-pradesh,2024,1,visakhapatnam,238418938,363341573689.0
andhra-pradesh,2024,1,krishna,186352072,316993492628.0
andhra-pradesh,2024,1,chittoor,179903083,289620567340.0
andhra-pradesh,2024,1,east godavari,179489444,306324309402.0
andhra-pradesh,2024,1,guntur,173636233,297371276946.0
andhra-pradesh,2024,1,west godavari,127602250,228733104931.0
andhra-pradesh,2024,1,anantapur,125240418,212681689201.0
andhra-pradesh,2024,1,kurnool,115036343,204805909023.0
andhra-pradesh,2024,1,spsr nellore,108549115,190803645040.0
andhra-pradesh,2024,1,prakasam,99550457,187480623851.0
andhra-pradesh,2024,2,visakhapatnam,260339876,378402015204.0
andhra-pradesh,2024,2,krishna,206843456,335127419350.0
andhra-pradesh,2024,2,east godavari,197431466,319787453310.0
andhra-pradesh,2024,2,chittoor,194201427,307619765473.0
andhra-pradesh,2024,2,guntur,191134818,314056718623.0
andhra-pradesh,2024,2,west godavari,143617131,249493284812.0
andhra-pradesh,2024,2,anantapur,136536485,225723880453.0
andhra-pradesh,2024,2,kurnool,127978397,213990808953.0
andhra-pradesh,2024,2,spsr nellore,121146667,208460354672.0
andhra-pradesh,2024,2,prakasam,112437837,202731369689.0
andhra-pradesh,2024,3,visakhapatnam,213106280,290036726818.0
andhra-pradesh,2024,3,ntr,152140699,224873105608.0
andhra-pradesh,2024,3,tirupati,149968579,211447552571.0
andhra-pradesh,2024,3,guntur,127566851,190039358188.0
andhra-pradesh,2024,3,sri potti sriramulu nellore,106917876,175836307089.0
andhra-pradesh,2024,3,kakinada,95570509,138371672925.0
andhra-pradesh,2024,3,ananthapuramu,91820629,142914453423.0
andhra-pradesh,2024,3,east godavari,85529302,134055222841.0
andhra-pradesh,2024,3,prakasam,85310768,143771093092.0
andhra-pradesh,2024,3,eluru,81354859,126434474521.0
andhra-pradesh,2024,4,visakhapatnam,229565019,302371361659.0
andhra-pradesh,2024,4,ntr,171465537,247316521377.0
andhra-pradesh,2024,4,tirupati,159672169,217180680249.0
andhra-pradesh,2024,4,guntur,139286726,201755300053.0
andhra-pradesh,2024,4,sri potti sriramulu nellore,114316424,182545036925.0
andhra-pradesh,2024,4,kakinada,106856932,150518386058.0
andhra-pradesh,2024,4,ananthapuramu,100670947,151922187881.0
andhra-pradesh,2024,4,east godavari,96791979,147921011637.0
andhra-pradesh,2024,4,eluru,92216645,140703076456.0
andhra-pradesh,2024,4,prakasam,90937455,149042387778.0
arunachal-pradesh,2018,1,papum pare,14224,32555848.46
arunachal-pradesh,2018,1,west kameng,5787,9540632.55
arunachal-pradesh,2018,1,lohit,3747,11496949.55
arunachal-pradesh,2018,1,east siang,3286,5533620.19
arunachal-pradesh,2018,1,changlang,3195,5380749.42
arunachal-pradesh,2018,1,tawang,2334,5055665.02
arunachal-pradesh,2018,1,longding,2321,4361531.58
arunachal-pradesh,2018,1,west siang,1887,4796675.57
arunachal-pradesh,2018,1,lower subansiri,1477,3650727.89
arunachal-pradesh,2018,1,namsai,1400,2162984.71
arunachal-pradesh,2018,2,papum pare,25363,66520931.2
arunachal-pradesh,2018,2,west kameng,10466,25521321.34
arunachal-pradesh,2018,2,lohit,6962,20520618.88
arunachal-pradesh,2018,2,east siang,6363,15285584.2
arunachal-pradesh,2018,2,changlang,6066,13294258.5
arunachal-pradesh,2018,2,tawang,5447,13722374.81
arunachal-pradesh,2018,2,longding,4634,10271170.17
arunachal-pradesh,2018,2,namsai,3230,6271811.33
arunachal-pradesh,2018,2,west siang,2579,7610989.57
arunachal-pradesh,2018,2,lower siang,2292,2179451.66
arunachal-pradesh,2018,3,papum pare,43282,101080479.29
arunachal-pradesh,2018,3,west kameng,17026,48528147.45
arunachal-pradesh,2018,3,lohit,11595,32702331.66
arunachal-pradesh,2018,3,east siang,10539,24885270.77
arunachal-pradesh,2018,3,changlang,10162,20494174.95
arunachal-pradesh,2018,3,tawang,8715,25733824.99
arunachal-pradesh,2018,3,longding,5288,18327334.05
arunachal-pradesh,2018,3,namsai,5076,10698272.77
arunachal-pradesh,2018,3,west siang,3337,12966152.79
arunachal-pradesh,2018,3,tirap,3322,7479257.01
arunachal-pradesh,2018,4,papum pare,55224,154875448.21
arunachal-pradesh,2018,4,west kameng,25439,89194886.84
arunachal-pradesh,2018,4,lohit,14268,40510521.95
arunachal-pradesh,2018,4,changlang,13950,32343047.41
arunachal-pradesh,2018,4,east siang,12893,34272134.34
arunachal-pradesh,2018,4,tawang,11104,35921510.89
arunachal-pradesh,2018,4,namsai,7244,17643523.29
arunachal-pradesh,2018,4,longding,6581,22545311.85
arunachal-pradesh,2018,4,tirap,5725,10811742.67
arunachal-pradesh,2018,4,lower dibang valley,4227,10951332.39
arunachal-pradesh,2019,1,papum pare,70941,188556716.36
arunachal-pradesh,2019,1,west kameng,34289,101333633.68
arunachal-pradesh,2019,1,changlang,17589,40239141.67
arunachal-pradesh,2019,1,lohit,15896,42834776.78
arunachal-pradesh,2019,1,east siang,15621,39284373.05
arunachal-pradesh,2019,1,tawang,13102,39489779.14
arunachal-pradesh,2019,1,namsai,8600,20065516.62
arunachal-pradesh,2019,1,longding,7287,25349462.06
arunachal-pradesh,2019,1,tirap,6877,14075747.84
arunachal-pradesh,2019,1,lower dibang valley,6314,13738776.18
arunachal-pradesh,2019,2,papum pare,86433,246640891.35
arunachal-pradesh,2019,2,west kameng,37430,122521180.76
arunachal-pradesh,2019,2,lohit,18693,48893746.83
arunachal-pradesh,2019,2,changlang,18631,48891048.26
arunachal-pradesh,2019,2,east siang,16494,46549881.24
arunachal-pradesh,2019,2,tawang,15960,55915834.59
arunachal-pradesh,2019,2,namsai,9637,22491356.66
arunachal-pradesh,2019,2,west siang,8041,24549832.98
arunachal-pradesh,2019,2,tirap,6868,18633793.43
arunachal-pradesh,2019,2,longding,6744,23464027.89
arunachal-pradesh,2019,3,papum pare,117940,301518075.7
arunachal-pradesh,2019,3,west kameng,53939,147186019.88
arunachal-pradesh,2019,3,changlang,29218,58354823.44
arunachal-pradesh,2019,3,lohit,24505,54539458.21
arunachal-pradesh,2019,3,tawang,24097,72221026.28
arunachal-pradesh,2019,3,east siang,22611,58040119.96
arunachal-pradesh,2019,3,namsai,13453,25507641.02
arunachal-pradesh,2019,3,west siang,11889,30014806.82
arunachal-pradesh,2019,3,tirap,11249,21737827.19
arunachal-pradesh,2019,3,longding,10269,26620415.02
arunachal-pradesh,2019,4,papum pare,143272,378838002.34
arunachal-pradesh,2019,4,west kameng,66740,198205637.5
arunachal-pradesh,2019,4,changlang,33963,71874990.96
arunachal-pradesh,2019,4,tawang,30077,91949243.61
arunachal-pradesh,2019,4,lohit,29281,67502324.59
arunachal-pradesh,2019,4,east siang,26605,72075285.44
arunachal-pradesh,2019,4,namsai,18290,32501252.24
arunachal-pradesh,2019,4,tirap,16459,38467790.73
arunachal-pradesh,2019,4,west siang,14581,39460255.47
arunachal-pradesh,2019,4,lower subansiri,11806,29634357.49
arunachal-pradesh,2020,1,papum pare,180373,457430754.16
arunachal-pradesh,2020,1,west kameng,75363,198712422.24
arunachal-pradesh,2020,1,changlang,43858,93461363.59
arunachal-pradesh,2020,1,lohit,36985,83701268.27
arunachal-pradesh,2020,1,east siang,33743,82011539.43
arunachal-pradesh,2020,1,tawang,31865,84425193.42
arunachal-pradesh,2020,1,namsai,23112,46444942.96
arunachal-pradesh,2020,1,west siang,19728,47929440.73
arunachal-pradesh,2020,1,tirap,18369,40877851.79
arunachal-pradesh,2020,1,lower subansiri,15770,34273250.72
arunachal-pradesh,2020,2,papum pare,221728,535085907.34
arunachal-pradesh,2020,2,west kameng,95421,251395972.23
